31	36	108	108
31	149	108	108
31	262	108	108
31	375	108	108
31	488	108	108
31	601	108	108
31	714	108	108
31	827	108	108
31	940	108	108
31	1053	108	108
31	1166	108	108
31	1279	108	108
31	1392	108	108
31	1505	108	108
31	1618	108	108
31	1731	108	108
31	1844	108	108
31	1957	108	108
31	2071	108	108
31	2184	108	108
144	36	108	108
144	149	108	108
144	262	108	108
144	375	108	108
144	488	108	108
144	601	108	108
144	714	108	108
144	827	108	108
144	940	108	108
144	1053	108	108
144	1166	108	108
144	1279	108	108
144	1392	108	108
144	1505	108	108
144	1618	108	108
144	1731	108	108
144	1844	108	108
144	1957	108	108
144	2071	108	108
144	2184	108	108
257	36	108	108
257	149	108	108
257	262	108	108
257	375	108	108
257	488	108	108
257	601	108	108
257	714	108	108
257	827	108	108
257	940	108	108
257	1053	108	108
257	1166	108	108
257	1279	108	108
257	1392	108	108
257	1505	108	108
257	1618	108	108
257	1731	108	108
257	1844	108	108
257	1957	108	108
257	2071	108	108
257	2184	108	108
370	36	108	108
370	149	108	108
370	262	108	108
370	375	108	108
370	488	108	108
370	601	108	108
370	714	108	108
370	827	108	108
370	940	108	108
370	1053	108	108
370	1166	108	108
370	1279	108	108
370	1392	108	108
370	1505	108	108
370	1618	108	108
370	1731	108	108
370	1844	108	108
370	1957	108	108
370	2071	108	108
370	2184	108	108
483	36	108	108
483	149	108	108
483	262	108	108
483	375	108	108
483	488	108	108
483	601	108	108
483	714	108	108
483	827	108	108
483	940	108	108
483	1053	108	108
483	1166	108	108
483	1279	108	108
483	1392	108	108
483	1505	108	108
483	1618	108	108
483	1731	108	108
483	1844	108	108
483	1957	108	108
483	2071	108	108
483	2184	108	108
596	36	108	108
596	149	108	108
596	262	108	108
596	375	108	108
596	488	108	108
596	601	108	108
596	714	108	108
596	827	108	108
596	940	108	108
596	1053	108	108
596	1166	108	108
596	1279	108	108
596	1392	108	108
596	1505	108	108
596	1618	108	108
596	1731	108	108
596	1844	108	108
596	1957	108	108
596	2071	108	108
596	2184	108	108
709	36	108	108
709	149	108	108
709	262	108	108
709	375	108	108
709	488	108	108
709	601	108	108
709	714	108	108
709	827	108	108
709	940	108	108
709	1053	108	108
709	1166	108	108
709	1279	108	108
709	1392	108	108
709	1505	108	108
709	1618	108	108
709	1731	108	108
709	1844	108	108
709	1957	108	108
709	2071	108	108
709	2184	108	108
822	36	108	108
822	149	108	108
822	262	108	108
822	375	108	108
822	488	108	108
822	601	108	108
822	714	108	108
822	827	108	108
822	940	108	108
822	1053	108	108
822	1166	108	108
822	1279	108	108
822	1392	108	108
822	1505	108	108
822	1618	108	108
822	1731	108	108
822	1844	108	108
822	1957	108	108
822	2071	108	108
822	2184	108	108
935	36	108	108
935	149	108	108
935	262	108	108
935	375	108	108
935	488	108	108
935	601	108	108
935	714	108	108
935	827	108	108
935	940	108	108
935	1053	108	108
935	1166	108	108
935	1279	108	108
935	1392	108	108
935	1505	108	108
935	1618	108	108
935	1731	108	108
935	1844	108	108
935	1957	108	108
935	2071	108	108
935	2184	108	108
1048	36	108	108
1048	149	108	108
1048	262	108	108
1048	375	108	108
1048	488	108	108
1048	601	108	108
1048	714	108	108
1048	827	108	108
1048	940	108	108
1048	1053	108	108
1048	1166	108	108
1048	1279	108	108
1048	1392	108	108
1048	1505	108	108
1048	1618	108	108
1048	1731	108	108
1048	1844	108	108
1048	1957	108	108
1048	2071	108	108
1048	2184	108	108
1161	36	108	108
1161	149	108	108
1161	262	108	108
1161	375	108	108
1161	488	108	108
1161	601	108	108
1161	714	108	108
1161	827	108	108
1161	940	108	108
1161	1053	108	108
1161	1166	108	108
1161	1279	108	108
1161	1392	108	108
1161	1505	108	108
1161	1618	108	108
1161	1731	108	108
1161	1844	108	108
1161	1957	108	108
1161	2071	108	108
1161	2184	108	108
1274	36	108	108
1274	149	108	108
1274	262	108	108
1274	375	108	108
1274	488	108	108
1274	601	108	108
1274	714	108	108
1274	827	108	108
1274	940	108	108
1274	1053	108	108
1274	1166	108	108
1274	1279	108	108
1274	1392	108	108
1274	1505	108	108
1274	1618	108	108
1274	1731	108	108
1274	1844	108	108
1274	1957	108	108
1274	2071	108	108
1274	2184	108	108
1387	36	108	108
1387	149	108	108
1387	262	108	108
1387	375	108	108
1387	488	108	108
1387	601	108	108
1387	714	108	108
1387	827	108	108
1387	940	108	108
1387	1053	108	108
1387	1166	108	108
1387	1279	108	108
1387	1392	108	108
1387	1505	108	108
1387	1618	108	108
1387	1731	108	108
1387	1844	108	108
1387	1957	108	108
1387	2071	108	108
1387	2184	108	108
1500	36	108	108
1500	149	108	108
1500	262	108	108
1500	375	108	108
1500	488	108	108
1500	601	108	108
1500	714	108	108
1500	827	108	108
1500	940	108	108
1500	1053	108	108
1500	1166	108	108
1500	1279	108	108
1500	1392	108	108
1500	1505	108	108
1500	1618	108	108
1500	1731	108	108
1500	1844	108	108
1500	1957	108	108
1500	2071	108	108
1500	2184	108	108
1613	36	108	108
1613	149	108	108
1613	262	108	108
1613	375	108	108
1613	488	108	108
1613	601	108	108
1613	714	108	108
1613	827	108	108
1613	940	108	108
1613	1053	108	108
1613	1166	108	108
1613	1279	108	108
1613	1392	108	108
1613	1505	108	108
1613	1618	108	108
1613	1731	108	108
1613	1844	108	108
1613	1957	108	108
1613	2071	108	108
1613	2184	108	108
