47	11	112	112
47	127	112	112
47	243	112	112
47	359	112	112
47	475	112	112
47	591	112	112
47	707	112	112
47	823	112	112
47	939	112	112
47	1055	112	112
47	1171	112	112
47	1287	112	112
47	1403	112	112
47	1519	112	112
47	1635	112	112
47	1751	112	112
47	1867	112	112
47	1983	112	112
47	2099	112	112
47	2215	112	112
163	11	112	112
163	127	112	112
163	243	112	112
163	359	112	112
163	475	112	112
163	591	112	112
163	707	112	112
163	823	112	112
163	939	112	112
163	1055	112	112
163	1171	112	112
163	1287	112	112
163	1403	112	112
163	1519	112	112
163	1635	112	112
163	1751	112	112
163	1867	112	112
163	1983	112	112
163	2099	112	112
163	2215	112	112
279	11	112	112
279	127	112	112
279	243	112	112
279	359	112	112
279	475	112	112
279	591	112	112
279	707	112	112
279	823	112	112
279	939	112	112
279	1055	112	112
279	1171	112	112
279	1287	112	112
279	1403	112	112
279	1519	112	112
279	1635	112	112
279	1751	112	112
279	1867	112	112
279	1983	112	112
279	2099	112	112
279	2215	112	112
395	11	112	112
395	127	112	112
395	243	112	112
395	359	112	112
395	475	112	112
395	591	112	112
395	707	112	112
395	823	112	112
395	939	112	112
395	1055	112	112
395	1171	112	112
395	1287	112	112
395	1403	112	112
395	1519	112	112
395	1635	112	112
395	1751	112	112
395	1867	112	112
395	1983	112	112
395	2099	112	112
395	2215	112	112
511	11	112	112
511	127	112	112
511	243	112	112
511	359	112	112
511	475	112	112
511	591	112	112
511	707	112	112
511	823	112	112
511	939	112	112
511	1055	112	112
511	1171	112	112
511	1287	112	112
511	1403	112	112
511	1519	112	112
511	1635	112	112
511	1751	112	112
511	1867	112	112
511	1983	112	112
511	2099	112	112
511	2215	112	112
627	11	112	112
627	127	112	112
627	243	112	112
627	359	112	112
627	475	112	112
627	591	112	112
627	707	112	112
627	823	112	112
627	939	112	112
627	1055	112	112
627	1171	112	112
627	1287	112	112
627	1403	112	112
627	1519	112	112
627	1635	112	112
627	1751	112	112
627	1867	112	112
627	1983	112	112
627	2099	112	112
627	2215	112	112
743	11	112	112
743	127	112	112
743	243	112	112
743	359	112	112
743	475	112	112
743	591	112	112
743	707	112	112
743	823	112	112
743	939	112	112
743	1055	112	112
743	1171	112	112
743	1287	112	112
743	1403	112	112
743	1519	112	112
743	1635	112	112
743	1751	112	112
743	1867	112	112
743	1983	112	112
743	2099	112	112
743	2215	112	112
859	11	112	112
859	127	112	112
859	243	112	112
859	359	112	112
859	475	112	112
859	591	112	112
859	707	112	112
859	823	112	112
859	939	112	112
859	1055	112	112
859	1171	112	112
859	1287	112	112
859	1403	112	112
859	1519	112	112
859	1635	112	112
859	1751	112	112
859	1867	112	112
859	1983	112	112
859	2099	112	112
859	2215	112	112
975	11	112	112
975	127	112	112
975	243	112	112
975	359	112	112
975	475	112	112
975	591	112	112
975	707	112	112
975	823	112	112
975	939	112	112
975	1055	112	112
975	1171	112	112
975	1287	112	112
975	1403	112	112
975	1519	112	112
975	1635	112	112
975	1751	112	112
975	1867	112	112
975	1983	112	112
975	2099	112	112
975	2215	112	112
1091	11	112	112
1091	127	112	112
1091	243	112	112
1091	359	112	112
1091	475	112	112
1091	591	112	112
1091	707	112	112
1091	823	112	112
1091	939	112	112
1091	1055	112	112
1091	1171	112	112
1091	1287	112	112
1091	1403	112	112
1091	1519	112	112
1091	1635	112	112
1091	1751	112	112
1091	1867	112	112
1091	1983	112	112
1091	2099	112	112
1091	2215	112	112
1207	11	112	112
1207	127	112	112
1207	243	112	112
1207	359	112	112
1207	475	112	112
1207	591	112	112
1207	707	112	112
1207	823	112	112
1207	939	112	112
1207	1055	112	112
1207	1171	112	112
1207	1287	112	112
1207	1403	112	112
1207	1519	112	112
1207	1635	112	112
1207	1751	112	112
1207	1867	112	112
1207	1983	112	112
1207	2099	112	112
1207	2215	112	112
1323	11	112	112
1323	127	112	112
1323	243	112	112
1323	359	112	112
1323	475	112	112
1323	591	112	112
1323	707	112	112
1323	823	112	112
1323	939	112	112
1323	1055	112	112
1323	1171	112	112
1323	1287	112	112
1323	1403	112	112
1323	1519	112	112
1323	1635	112	112
1323	1751	112	112
1323	1867	112	112
1323	1983	112	112
1323	2099	112	112
1323	2215	112	112
1439	11	112	112
1439	127	112	112
1439	243	112	112
1439	359	112	112
1439	475	112	112
1439	591	112	112
1439	707	112	112
1439	823	112	112
1439	939	112	112
1439	1055	112	112
1439	1171	112	112
1439	1287	112	112
1439	1403	112	112
1439	1519	112	112
1439	1635	112	112
1439	1751	112	112
1439	1867	112	112
1439	1983	112	112
1439	2099	112	112
1439	2215	112	112
1555	11	112	112
1555	127	112	112
1555	243	112	112
1555	359	112	112
1555	475	112	112
1555	591	112	112
1555	707	112	112
1555	823	112	112
1555	939	112	112
1555	1055	112	112
1555	1171	112	112
1555	1287	112	112
1555	1403	112	112
1555	1519	112	112
1555	1635	112	112
1555	1751	112	112
1555	1867	112	112
1555	1983	112	112
1555	2099	112	112
1555	2215	112	112
