26	31	72	72
26	108	72	72
26	185	72	72
26	262	72	72
26	339	72	72
26	416	72	72
26	493	72	72
26	570	72	72
26	647	72	72
26	724	72	72
26	801	72	72
26	878	72	72
103	31	72	72
103	108	72	72
103	185	72	72
103	262	72	72
103	339	72	72
103	416	72	72
103	493	72	72
103	570	72	72
103	647	72	72
103	724	72	72
103	801	72	72
103	878	72	72
180	31	72	72
180	108	72	72
180	185	72	72
180	262	72	72
180	339	72	72
180	416	72	72
180	493	72	72
180	570	72	72
180	647	72	72
180	724	72	72
180	801	72	72
180	878	72	72
257	31	72	72
257	108	72	72
257	185	72	72
257	262	72	72
257	339	72	72
257	416	72	72
257	493	72	72
257	570	72	72
257	647	72	72
257	724	72	72
257	801	72	72
257	878	72	72
334	31	72	72
334	108	72	72
334	185	72	72
334	262	72	72
334	339	72	72
334	416	72	72
334	493	72	72
334	570	72	72
334	647	72	72
334	724	72	72
334	801	72	72
334	878	72	72
411	31	72	72
411	108	72	72
411	185	72	72
411	262	72	72
411	339	72	72
411	416	72	72
411	493	72	72
411	570	72	72
411	647	72	72
411	724	72	72
411	801	72	72
411	878	72	72
488	31	72	72
488	108	72	72
488	185	72	72
488	262	72	72
488	339	72	72
488	416	72	72
488	493	72	72
488	570	72	72
488	647	72	72
488	724	72	72
488	801	72	72
488	878	72	72
565	31	72	72
565	108	72	72
565	185	72	72
565	262	72	72
565	339	72	72
565	416	72	72
565	493	72	72
565	570	72	72
565	647	72	72
565	724	72	72
565	801	72	72
565	878	72	72
